                                                                                                            Experiments |  2 corpus | 3 WER | 4 Del | 5 Ins | 6 Sub | 7 Enc RTF | 8 Search RTF | 9 Total RTF |             10 Step Hyps |                 11 Step Word End Hyps |                        12 Step Trees
                                              608__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.5_elm0.7 | dev-other |   5.2 |   0.5 |   0.5 |   4.3 |   0.19896 |       2.0738 |     2.27275 |                  Not set |                               Not set |                              Not set
                                              609__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.5_elm0.8 | dev-other |       |       |       |       |   0.18984 |      1.85262 |     2.04245 |                  Not set |                               Not set |                              Not set
                                              610__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.5_elm0.9 | dev-other |       |       |       |       |   0.21357 |      1.95801 |     2.17158 |                  Not set |                               Not set |                              Not set
                                              611__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.5_elm1.0 | dev-other |   5.0 |   0.5 |   0.4 |   4.1 |   0.21088 |      1.83488 |     2.04576 | 0.00/0.00/0.00/0.00/0.00 |      49.54/16.00/167.00/354.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                                              612__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.5_elm1.1 | dev-other |   5.0 |   0.6 |   0.4 |   4.0 |   0.21789 |       1.7658 |     1.98369 | 0.00/0.00/0.00/0.00/0.00 |      45.85/15.00/150.00/338.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                                              613__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.5_elm1.2 | dev-other |   5.1 |   0.7 |   0.4 |   4.0 |   0.21226 |      1.66923 |     1.88149 | 0.00/0.00/0.00/0.00/0.00 |      42.73/14.00/135.00/325.00/512.00 |             1.00/1.00/1.00/1.00/1.00
                                           614__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.0_elm0.6 | dev-other |   5.2 |   0.7 |   0.4 |   4.1 |   0.20142 |      1.41617 |      1.6176 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                           615__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.0_elm0.7 | dev-other |       |       |       |       |           |              |             |                  Not set |                               Not set |                              Not set
                                           616__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.0_elm0.8 | dev-other |       |       |       |       |           |              |             |                  Not set |                               Not set |                              Not set
                                           617__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.0_elm0.9 | dev-other |   5.6 |   1.5 |   0.3 |   3.7 |    0.2013 |      1.15827 |     1.35957 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                           618__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.0_elm1.0 | dev-other |   5.9 |   1.9 |   0.3 |   3.7 |   0.19817 |      1.07003 |     1.26819 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                           619__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.0_elm1.1 | dev-other |       |       |       |       |           |              |             |                  Not set |                               Not set |                              Not set
                                           620__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.0_elm1.2 | dev-other |   7.3 |   3.5 |   0.3 |   3.6 |   0.21027 |      1.00019 |     1.21046 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                           621__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.1_elm0.6 | dev-other |   5.1 |   0.6 |   0.4 |   4.1 |   0.20001 |      1.48949 |      1.6895 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                           622__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.1_elm0.7 | dev-other |   5.0 |   0.6 |   0.4 |   4.0 |   0.22005 |      1.52489 |     1.74494 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                           623__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.1_elm0.8 | dev-other |   5.0 |   0.8 |   0.4 |   3.8 |   0.22057 |      1.41939 |     1.63997 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                           624__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.1_elm0.9 | dev-other |   5.1 |   1.0 |   0.3 |   3.8 |   0.19898 |      1.21711 |     1.41609 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                           625__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.1_elm1.0 | dev-other |       |       |       |       |   0.19025 |      1.11472 |     1.30497 |                  Not set |                               Not set |                              Not set
                                           626__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.1_elm1.1 | dev-other |   5.7 |   1.7 |   0.3 |   3.7 |   0.19926 |      1.10846 |     1.30772 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                           627__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.1_elm1.2 | dev-other |   6.1 |   2.1 |   0.3 |   3.7 |   0.18104 |      0.97222 |     1.15325 |                  Not set |                               Not set |                              Not set
                                           628__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.2_elm0.6 | dev-other |   5.0 |   0.5 |   0.4 |   4.1 |   0.21311 |      1.59998 |     1.81308 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                           629__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.2_elm0.7 | dev-other |   4.9 |   0.5 |   0.4 |   4.0 |   0.19916 |      1.42206 |     1.62121 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                           630__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.2_elm0.8 | dev-other |   4.9 |   0.6 |   0.4 |   3.9 |   0.21955 |      1.44265 |      1.6622 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                           631__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.2_elm0.9 | dev-other |   4.9 |   0.7 |   0.4 |   3.8 |   0.21174 |      1.30194 |     1.51369 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                           632__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.2_elm1.0 | dev-other |   5.0 |   0.9 |   0.3 |   3.7 |   0.19934 |       1.1736 |     1.37294 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                           633__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.2_elm1.1 | dev-other |   5.2 |   1.2 |   0.3 |   3.8 |   0.21861 |      1.22438 |     1.44299 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                           634__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.2_elm1.2 | dev-other |   5.5 |   1.5 |   0.3 |   3.7 |   0.19963 |      1.08634 |     1.28598 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                           635__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.3_elm0.6 | dev-other |   5.0 |   0.5 |   0.4 |   4.2 |   0.19884 |      1.57309 |     1.77193 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                           636__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.3_elm0.7 | dev-other |   4.9 |   0.5 |   0.4 |   4.1 |   0.20164 |      1.47547 |     1.67711 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                           637__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.3_elm0.8 | dev-other |   4.9 |   0.5 |   0.4 |   4.0 |   0.20031 |       1.3577 |     1.55801 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                           638__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.3_elm0.9 | dev-other |   4.9 |   0.6 |   0.4 |   3.9 |           |              |             |                  Not set |                               Not set |                              Not set
                                           639__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.3_elm1.0 | dev-other |   4.9 |   0.7 |   0.4 |   3.9 |   0.20007 |      1.21157 |     1.41164 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                           640__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.3_elm1.1 | dev-other |       |       |       |       |   0.19065 |      1.07157 |     1.26221 |                  Not set |                               Not set |                              Not set
                                           641__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.3_elm1.2 | dev-other |   5.1 |   1.0 |   0.3 |   3.8 |   0.21561 |      1.17614 |     1.39175 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                           642__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.4_elm0.6 | dev-other |   5.2 |   0.5 |   0.4 |   4.3 |    0.2154 |       1.7194 |      1.9348 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                           643__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.4_elm0.7 | dev-other |   5.1 |   0.5 |   0.4 |   4.2 |   0.21164 |      1.56553 |     1.77717 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                           644__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.4_elm0.8 | dev-other |   4.9 |   0.5 |   0.4 |   4.1 |   0.18648 |      1.33223 |     1.51871 |                  Not set |                               Not set |                              Not set
                                           645__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.4_elm0.9 | dev-other |   4.9 |   0.5 |   0.4 |   4.0 |   0.22005 |      1.41147 |     1.63152 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                           646__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.4_elm1.0 | dev-other |   4.9 |   0.6 |   0.4 |   3.9 |   0.21268 |      1.27785 |     1.49052 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                           647__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.4_elm1.1 | dev-other |   4.9 |   0.7 |   0.3 |   3.9 |   0.21159 |      1.21303 |     1.42463 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                           648__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.4_elm1.2 | dev-other |   5.0 |   0.8 |   0.3 |   3.8 |   0.19511 |      1.10953 |     1.30463 |                  Not set |                               Not set |                              Not set
                                           649__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM_ilm0.5_elm0.6 | dev-other |   5.4 |   0.5 |   0.4 |   4.5 |   0.19985 |      1.75545 |     1.95531 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
